"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821762","11.3.3.1.4","69.4","","","","1"
"2017","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821762","11.3.3.1.4","70.7","","","","1"
"2018","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821762","11.3.3.1.4","65.2","","","","1"
"2019","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821762","11.3.3.1.4","62.8","","","","1"
"2020","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821762","11.3.3.1.4","67.5","","","","1"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821762","11.3.3.1.4","62.0","","","","1"
"2015","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821763","11.3.3.1.5","63.8","","","","1"
"2016","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821763","11.3.3.1.5","64.6","","","","1"
"2017","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821763","11.3.3.1.5","66.1","","","","1"
"2018","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821763","11.3.3.1.5","60.0","","","","1"
"2019","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821763","11.3.3.1.5","57.1","","","","1"
"2020","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821763","11.3.3.1.5","60.6","","","","1"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821763","11.3.3.1.5","54.6","","","","1"
"2015","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821764","11.3.3.1.6","74.1","","","","1"
"2016","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821764","11.3.3.1.6","73.8","","","","1"
"2017","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821764","11.3.3.1.6","75.0","","","","1"
"2018","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821764","11.3.3.1.6","70.0","","","","1"
"2019","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821764","11.3.3.1.6","68.3","","","","1"
"2020","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821764","11.3.3.1.6","73.7","","","","1"
"2021","British Columbia","2016A000259","18 to 34 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821764","11.3.3.1.6","69.0","","","","1"
"2015","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821944","11.4.1.1.4","61.1","","","","1"
"2016","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821944","11.4.1.1.4","63.2","","","","1"
"2017","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821944","11.4.1.1.4","63.3","","","","1"
"2018","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821944","11.4.1.1.4","63.3","","","","1"
"2019","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821944","11.4.1.1.4","64.3","","","","1"
"2020","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821944","11.4.1.1.4","59.9","","","","1"
"2021","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110821944","11.4.1.1.4","59.5","","","","1"
"2015","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821945","11.4.1.1.5","57.1","","","","1"
"2016","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821945","11.4.1.1.5","59.4","","","","1"
"2017","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821945","11.4.1.1.5","59.7","","","","1"
"2018","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821945","11.4.1.1.5","59.4","","","","1"
"2019","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821945","11.4.1.1.5","60.5","","","","1"
"2020","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821945","11.4.1.1.5","54.6","","","","1"
"2021","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110821945","11.4.1.1.5","55.1","","","","1"
"2015","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821946","11.4.1.1.6","65.1","","","","1"
"2016","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821946","11.4.1.1.6","66.8","","","","1"
"2017","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821946","11.4.1.1.6","66.8","","","","1"
"2018","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821946","11.4.1.1.6","67.0","","","","1"
"2019","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821946","11.4.1.1.6","67.9","","","","1"
"2020","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821946","11.4.1.1.6","65.0","","","","1"
"2021","British Columbia","2016A000259","35 to 49 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110821946","11.4.1.1.6","63.7","","","","1"
"2015","British Columbia","2016A000259","35 to 49 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110822126","11.4.2.1.4","60.3","","","","1"
"2016","British Columbia","2016A000259","35 to 49 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110822126","11.4.2.1.4","64.8","","","","1"
"2017","British Columbia","2016A000259","35 to 49 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110822126","11.4.2.1.4","58.7","","","","1"
"2018","British Columbia","2016A000259","35 to 49 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110822126","11.4.2.1.4","65.6","","","","1"
"2019","British Columbia","2016A000259","35 to 49 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110822126","11.4.2.1.4","67.6","","","","1"
"2020","British Columbia","2016A000259","35 to 49 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110822126","11.4.2.1.4","63.9","","","","1"
"2021","British Columbia","2016A000259","35 to 49 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110822126","11.4.2.1.4","56.9","","","","1"
"2015","British Columbia","2016A000259","35 to 49 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110822127","11.4.2.1.5","54.1","","","","1"
